desc,reduced_topic_id
  Borrower added on 02/11/11 > I am a good borrower and always take my contracts seriously. I am using these funds to consolidate two other credit cards which were much higher interest rate.<br/> Borrower added on 02/11/11 > I have worked the same teaching position for 24 years.<br/> Borrower added on 02/12/11 > I also have an excellent credit score!<br/>,1
  Borrower added on 02/06/13 > A small kitchen project ended up with a totally new kitchen. We has some money aside for small work but we ended up having to replace flooring &amp; cabinets as well. We r happy with the outcome but the cost for this kitchen was 20K+about 10K+ over our budget. We used our credit cards for the rest.<br>,-1
  Borrower added on 05/05/10 > Trying to pay off a high intrest credit card since 2005. your loan will help me get rid of this bill much quicker. Thank you for your time and consideration.<br/>,1
  Borrower added on 02/19/14 > To pay off credt cards<br>,-1
  Borrower added on 04/02/12 > Two-thirds of the loan is intended for tax payment and the remaining one-third for paying off my credit cards which yield higher interest.<br>,-1
  Borrower added on 09/04/12 > I would like to consolidate the remaining of my credit cards into one payment with a lower interest rate.<br>,0
  Borrower added on 02/29/12 > I am asking for this loan to fund a much deserved vacation for my family. I have been at my job for over 11 years andI have a previous loan through this site that has always been on time.<br>,-1
"  Borrower added on 11/15/12 > Consolidating 6 credit cards, closing 4<br>",0
  Borrower added on 11/20/11 > I need to pay off some bills for me and my mother and get the car fixed <br>,-1
  Borrower added on 12/20/13 > Consolidate credit cards to one low payment.<br>,0
 Hi there  I have a $16K amount due on my Merceds CL 600 and want to reduce my monthly payments.  The car is worth between $25 and $35K depending on your blue book pov.  Thanks!   James,-1
  Borrower added on 06/28/13 > dr.bill<br>,5
  Borrower added on 01/22/13 > My sister recently graduated from college and need some financial assistance.  I had great credit so i used my low interest credit cards to assist her.  Recently the APR jumped up to 23% and it is taking too much time to pay off.  This loan will guarantee that i will be debt free in 3 years.<br>,0
  Borrower added on 04/06/13 > DEBT CONSOLIDATION<br>,2
  Borrower added on 02/10/12 > I would like to pay off my higher credit card intrest.<br>I have never had a late payment and I usually pay more than the minimum amount.<br>my low rent and no car pament makes paying back this loan easy.<br>I have worked at this skill long enough to establish a steady and prosporous income. <br>thank you.<br>,1
"  Borrower added on 04/20/13 > consolidate: Lowes,Sams Club, Capital One, Personal Finance, Dillards<br><br> Borrower added on 04/20/13 > Personal<br><br> Borrower added on 04/20/13 > consolidation in order to save money<br><br> Borrower added on 04/20/13 > clean me up<br>",0
"  Borrower added on 08/17/11 > trying to pay off my loans in a better and more feasible way thanks for taking the time...<br/> Borrower added on 08/24/11 > Thank you so much for your interest!<br/>null Borrower added on 08/25/11 > Ijust noticed that my loan has car loan above it's..dont know why it says that, please disregard. This loan is for our debt consolidation.thank you so much for helping! We have never been late on a payment!<br/>",-1
  Borrower added on 04/06/10 > Figured why keep paying high interest on these credit cards when I could re-fi to a lower rate.<br/>,7
"  Borrower added on 12/13/12 > Pay off my 2 credit cards, which have high interest rates<br>",-1
"  Borrower added on 11/30/12 > Home improvements: added insulation in walls and attic (surprisingly, was build with none in CA in 1952), dual-pane windows, replaced ailing furnace, replaced sewer line due to roots.  Would like to consolidate into fixed-payment loan.<br>",2
  Borrower added on 08/17/12 > I need to pay off credit debt and get my finances under control.  This loan will allow me the ability to stay on track with my outstanding debt.<br>,-1
"  Borrower added on 06/10/11 > I plan to use the money to pay off credit card debts and pay off a car payment in full.<br/><br/>What makes me a good borrower is that my job is very stable, and i have been employed at the same company for over 13 years.<br/><br/>All payments have always been sent and processed on time.<br/>",1
  Borrower added on 01/09/12 > bills consolidation<br>,-1
  Borrower added on 02/02/13 > Birthday Gift<br>,-1
  Borrower added on 03/01/14 > pay off some high intrest credit cards<br>,-1
"  Borrower added on 11/21/11 > Loan will be used to consolidate debt.  Bills are always paid on time.<br> Borrower added on 11/21/11 > Looking for one low monthly payment to get my financial situation back on track.<br> Borrower added on 11/29/11 > Answer to monthly debt question was submitted too early.  Car Loan is $280.48 per month, Total Balance is $4277.44, Interest is 9.8% APR<br>",-1
  Borrower added on 06/15/13 > to make all into one and better interest rates<br><br> Borrower added on 06/15/13 > to make one payment and better rates.  I plan to pay off all credit pcards.  I am very ocd on paying my bills.  must be paid on time.  I have been at my job for the last 14 years and very stable there.<br>,4
  Borrower added on 12/21/12 > I am looking for a loan to consolidate my credit cards with the goal of being credit card free in 3 years.<br>,-1
  Borrower added on 03/14/14 > Consolidating all my debt<br>,-1
  Borrower added on 02/08/14 > We recently completed a major kitchen renovation (approximately $150k) and are currently paying some debt at ~15% which we would like to consolidate to a lower interest rate.<br>,0
"  Borrower added on 05/13/11 > Demo kitchen floor and walls. Replace floor and wall. New kitchen cabinets, countertops, sinks, lights. (entire new kitchen).<br/>",-1
  Borrower added on 05/22/13 > I'm trying to consolidate my debt so I can free up enough money to save for the purchase of a new home.<br>,0
  Borrower added on 06/07/12 > Doing away with high interest cards permanently!<br>,3
  Borrower added on 03/06/13 > I would like to consolidate two credit cards which have interest rates of 25.99% and 32.99% in order to have an easier time paying off these obligations.<br>,0
  Borrower added on 10/11/13 > I plan to use the funds to pay off my credit cards. What makes me a good borrow is the amount of dedication I put into budgeting and paying my bills on time. This loan will simplify my credit card bill payment process to 1 payment vs 5 and provide several 100 dollar savings in interest.<br>,1
"  Borrower added on 04/24/12 > Need to consolidate debts, please help me.<br>",0
 Purchasing a car from a private seller.,17
  Borrower added on 08/23/13 > Pay off credit cards that were used to pay for continued education. Thank you!!<br>,3
  Borrower added on 03/03/14 > Debt consolidation into one loan<br>,2
  Borrower added on 02/26/14 > I will be using the proposed loan to pay off credit card debt.<br>,-1
  Borrower added on 01/26/14 > To pay off my credit card debt and loan debt so that I can have one easy monthly payment. I want to get rid of the high interest credit cards and loans.<br>,-1
  Borrower added on 10/29/13 > Refinance higher interest credit card debt for lower interest.<br>,-1
  Borrower added on 01/19/13 > Consolidating to get rid of high interest credit cards.<br>,0
"  Borrower added on 04/17/12 > I owe income taxes for 2011, the 9654 has been filed.  I have up to 90 days to pay the overpayment before penalities and interest accrue.<br>",20
  Borrower added on 09/26/13 > I want to consolidate several loans to make one payment.<br>,0
  Borrower added on 10/17/12 > i would like to consolidate my credit cards<br>,0
"  Borrower added on 08/04/13 > Consolidate bills and credit cards so I have only one payment a month, which will be much lower then what I am now paying, and free up some of my earnings.<br>",-1
"  Borrower added on 08/01/13 > I want to consolidate some of credit cards, so that I would be able to get out of debit.<br>",0
"  Borrower added on 09/13/12 > I have managed to get myself into credit card debt again. I few years back,I had eliminated my credit card debt but then starting receiving the pre-approve letters in the mail.I'm more focus now and I want to buy a condo at the beach in a few years.But i must 1st get rid of my debt.<br>",-1
  Borrower added on 11/30/13 > Paying off credit card debt invested in business and to fund business growth.<br>,4
  Borrower added on 11/22/13 > Debt consolidation<br>,2
  Borrower added on 07/11/13 > to consolidate credit card debt to one monthly note<br>,0
  Borrower added on 05/21/13 > I will use the money to payoff credit card debt and personal loans<br>,1
  Borrower added on 10/30/13 > To consolidate credit card debt.<br>,4
  Borrower added on 06/22/13 > I will use the loan to pay off existing credit cards.<br>,-1
  Borrower added on 02/12/13 > Refinance higher interest rate credit cards<br>,7
"  Borrower added on 03/24/10 > This money will go towards funding my dream wedding. As a fiscally responsible person, I've never had to rely on credit extended by banks. I'm using this site in an effort to ensure my credit worthiness for greater future expenses to come. I would consider myself low risk as I pride myself on having never missed a payment.<br/>",6
  Borrower added on 05/09/13 > I took out a loan 5 years ago to help my daughter with emergency needs. The loan had high interest and I have found myself paying interest in high amounts.  I will be paying this loan for years.  I have a great job and have made great strides in reducing my debt this loan has been a thorn.<br>,-1
  Borrower added on 10/03/12 > Tell your story. What is your loan for?<br><br> Borrower added on 10/03/12 > Used to eliminante debt from unexpected medical bills. Issues are behind my family but not the high interest bills.<br>,1
  Borrower added on 06/14/12 > This loan is meant to consolidate my current debt into one payment to make managing my finances easier over the next year. I intend to have the full amount of loan repaid in advance.<br><br>  Borrower added on 06/15/12 > This loan is meant to consolidate my current debt into one payment to make managing my finances easier over the next year. I intend to have the full amount of loan repaid in advance.<br>,-1
"  Borrower added on 06/04/12 > Swimming Pool<br><br> Borrower added on 06/04/12 > Money will be used to fund part of a swimming pool. Paying 25,000 down and want to borrow the remainder in order to keep cash in saving for emergency. Only major debt we have is mortgage. Been at current job for over 20 years and is very stable. Our budget allows us to continue to add to our savings<br>",10
"  Borrower added on 04/28/13 > I have high rate credit cards that I just can't ever make any headway with.  This allows me to get rid of them and save some money, as my credit score gets better I will continue to get a lower a rate as I refinance and save thousands of dollars in the long run<br>",-1
  Borrower added on 01/17/14 > Consolidates debts. Buy and used car.<br>,2
  Borrower added on 08/15/12 > debt consolidation<br><br>  Borrower added on 08/16/12 > debt consolidation<br>,2
  Borrower added on 11/02/11 > Will use to payoff HSBC and Citi and the rest for personal use.<br/>,-1
"Hi,  I ma relisting my request for a loan.My tax return has been processed so that my income for 2010 can be verified. Also, my employment history and information has been forwared to your credit department. This loan is to consolidate debt and taxes. Thank you.  ",-1
  Borrower added on 11/05/13 > debt consolidation.<br>,2
  Borrower added on 12/11/11 > This loan is to pay off automobile and credit cards<br>,-1
 Primary reason for the loan is to pay a ~$3000 tax bill. Secondary reason is to pay off a higher interest credit card (Paypal).,1
"  Borrower added on 02/19/13 > I am a recently graduated student. I just obtained my degree in Healthcare Administration. I did accumulate some debt as a student, but am currently working. I need this loan to catch up and consolidate that debt and be able to catch up and become financially stable. Thank you.<br>",2
  Borrower added on 01/05/12 > I want to buy an apartment to rent.<br>,-1
"  Borrower added on 02/22/14 > I need to fix some things on my home. Such as the roof, floor, ceiling. Also pay off a few bills, and other small projects in the house.<br>",-1
  Borrower added on 07/23/12 > I wish to explain purpose of this loan is to restructure my existing debt into lower monthly payment and pay it off shorter time period and at lower interest rate to get out of debt not to add debt I would not assume this loan if I could not pay it back with my current income or ability to pay terms<br>,1
Loan needed to clear high interest credit card - interest rate is high and with how much interest/payments are it is not worth keeping a balance on the card.  I'd prefer to pay a fixed monthly payment at a lower interest rate.  I have a stable job working for Lockheed Martin/DCR Inc. (Q.A. Engineer)  I always make my payments and I always make them on time.,0
  Borrower added on 06/08/12 > Consolidation your credit card bills and having only one flexible payment to make monthly is awesome and less cumbersome. That's the main motive behind this loan and nothing else...<br>,-1
  Borrower added on 06/06/12 > I am clearing up credit and personal debt and going on a vacation.  This is be my only bill once my debt is paid and allows me a fresh start to saving money.<br>,-1
  Borrower added on 08/28/13 > I'm looking to consolidate my credit card debt across my 3 cards into one payable account.<br>,-1
  Borrower added on 01/06/14 > We would like to pay off our credit cards to bring our credit scores higher.<br>,-1
  Borrower added on 05/22/11 > Consolidating Credit Card debt.<br/> Borrower added on 05/25/11 > Payoff Credit Cards<br/>,0
  Borrower added on 03/29/13 > Repairs to home<br>,11
"  Borrower added on 01/11/13 > I need to consolidate my credit card debt. I plan to pay off my credit cards, and CANCEL them!!!<br>",0
  Borrower added on 04/06/13 > the loan will pay off credit card debt and federal income tax<br>,1
  Borrower added on 09/17/12 > To finish basement and garage.<br>,-1
  Borrower added on 03/21/13 > I need consolidate some debt before I owe more money due to accumulated interest.<br>,0
  Borrower added on 01/15/13 > consolidate credit cards car loan an home improvements on new home<br>,0
  Borrower added on 08/15/12 > Pulling together outstanding balances to stop craziness &amp; focus energy in a concentrated effort NEVER to have to do this again.<br>,4
  Borrower added on 07/30/13 > would like to have a set period of time to pay off my credit card bills instead<br>of ongoing lingering payments.<br>,0
  Borrower added on 09/28/12 > credit card debt<br>,3
  Borrower added on 03/01/14 > Plan to use the loan to pay off a few high interest credit cards. I would put the remaining balance in a savings account to have in case of an emergency.<br>,-1
  Borrower added on 09/23/12 > Looking for an alternative to high credit card interest rates and shorter terms.<br>,0
"  Borrower added on 03/14/14 > combine, several credit card balances, and also some home improvements<br>",0
"  Borrower added on 08/09/12 > I want to consolidate the following cards so that I can make similiar monthly payment and payoff asap with lower APR.<br><br>AMEX: $3,448.76 APR 24.50 Min payment: $ 113.00<br>Visa: $3,974.78 APR 16.45 Min Payment: $ 93.00<br>Visa: $682.96 APR 22.24 Min Payment: $25.00<br>",0
  Borrower added on 12/10/12 > I recently went back to school and am working my way towards a graduate degree. I'm paying cash for tuition so have relied heavily on credit cards. I'm now working to pay down that debt and this would help greatly to starting the new year on the right foot.<br>,0
  Borrower added on 10/04/12 > being a thrift minded person i decided to buy a good used car to keep my monthly expenses low..i always pay my bills on time and keep a savings account for any unforeseen eventualities...ive been at my job for some 16 years and plan to stay there...the low monthly payment will really help me succeed<br>,17
  Borrower added on 12/02/13 > taxes and marketing for business<br><br> Borrower added on 12/02/13 > taxes and marketing for business<br>,29
"  Borrower added on 07/06/12 > I would like to start up a new business and have a fresh start at life. First I will pay off some debt and begin investing in my craft. I'm so excited for the possibilities, thank you for the opportunity.<br>",8
  Borrower added on 12/31/13 > Consoildation of bills used for roof on my home.<br>,19
"  Borrower added on 11/01/12 > I would like to consolidate my debt into one monthly payment and get rid of all the credit cards and other monthly expenses. This loan will enable me to do that. I greatly appreciate your consideration. Thank you.<br><br>  Borrower added on 11/04/12 > I would like to consolidate my credit card and other debt into one monthly payment. I have about 30K and total payments are about $1000 a month. I can make the payments and evn put more down each time. This loan will enable me to have one monthly payment and I can eliminate my debt fast. Thank you!<br><br>  Borrower added on 11/07/12 > I have made some bad decisions in the past when it comes to finance and now I would like to correct them. I can assure that I will not make this mistake again and have a goal to payoff this debt with this one monthly payment with a lower interest rate then all of my debt combined.<br><br> Borrower added on 11/07/12 > Total expenses for the month that I have are as follows:<br>Car/Insurance $462<br>Phone/Utilities/Internet/Cable $474<br>Rent $400<br>Food/Gas $500<br>Other Misc Expenses(gym,kids activities) $300<br>Debt (credit card and other) $1200-$1800<br>This shows you that I can make the monthly pmts &amp; pay this off.<br><br>  Borrower added on 11/08/12 > I greatly appreciate your considiration and you would be helping me pay off my debt quicker with a great rate of return for you.<br>",1
  Borrower added on 01/26/14 > pay off my credit cards befor go vacaion<br><br> Borrower added on 01/26/14 > I'm trying to pay off all my credit card before I go to vacation because I rather not worry about having so many payment. This is a stress release having you load me money because I might get to pay off my credit card and just enjoying vacation with the money I have left.<br>,-1
  Borrower added on 12/31/13 > Basically to pay down one credit card in particular and to handle some household expenses<br>,-1
Borrower added on 05/17/11 > US Marine Officer with over 21 yrs of active service.<br/><br/>Purchasing a used Boat.<br/> Borrower added on 05/18/11 > 2005  23 ft Sea Fox Walk Around Fishing Boat.<br/>200 hp Johnson OB Motor<br/><br/>This boat will be used for family fishing trips...<br/>,24
  Borrower added on 12/31/12 > To pay off credit cards and pay some large ticket one time bills that have all come due at one time.<br>,-1
  Borrower added on 06/13/13 > DEBT CONSOLIDATION<br>,2
  Borrower added on 01/24/12 > This loan will help me take care of my credit card and private student loan debt following law school. I anticipate repaying the balance prior to the required time period.<br>,-1
  Borrower added on 05/16/11 > plan to use the funds to pay off credit cards for good!!<br/> Borrower added on 05/16/11 > making good money at a steady job and need to get rid of all the high interest rates.<br/>,1
  Borrower added on 12/02/12 > Consolidating high interest credit cards<br>,0
  Borrower added on 11/17/13 > Home repairs and improvements<br>,11
"  Borrower added on 06/26/12 > I finished my post doc last September at UNC but got my dental license in Hawaii only last March, so during the winter I ran out of my savings and had used my credit cards more than I should. Current, I am employed and doing fine however need some help to pay my credit card debits.<br>",-1
  Borrower added on 01/05/14 > I have a few credit cards and 1 other loan I will consolidate together that way I only have 1 interest rate all together.<br>,-1
"  Borrower added on 06/10/11 > Loan for a non criminal lawyer. My monthly expenses average $5,000.<br/>",-1
  Borrower added on 06/20/12 > to pay off my high interest credit cards and to consolidate them.<br>,4
"  Borrower added on 03/23/12 > My credit rating has improved greatly since I opened my current lending club loan.  With these funds I hope to refinance my current loan, as well as add on a bedroom to my home...with one easy payment.<br><br> Borrower added on 03/23/12 > I opened my first lending club account a year ago.  I have never missed a payment and always paid on time.  Now that my credit score has improved significantly, I would like to refinance my current loan at a lower rate and be able to add a room on to my house with the extra funds.<br><br> Borrower added on 03/23/12 > I presently have very stable job working for a Global Company that's been around since 1885.  I have had the pleasure of working for them for many years.<br><br> Borrower added on 03/23/12 > I have always been very good a maintaining a monthly budget, being that my background is in finance.  I currently do not have a car payment, so my monthly bills consist of a mortgage payment of 768, utilities, cable, and cell phone average about 500.<br><br>  Borrower added on 03/23/12 > I recently received an email from My Lending Club saying Thank you for being an important part of the Lending Club Community, and that I have done a great job at maintaining on time payments,  and I am now eligible for a new loan.  I would like to accept this offer by refinancing my current loan.<br><br>  Borrower added on 03/23/12 > I would like to share that I practice honesty and integrity in my everyday life and job. I believe this is a very strong quality in being a good borrower.  With a goal of reaching the highest credit score possible, being late or not making a payment on my loan is not in my vocabulary.<br><br> Borrower added on 03/23/12 > After reviewing my budget, I can honestly say that I will have no issues making my monthly payments and will be very excited about lowering my interest rate, as well as having the opportunity to add on to my home, with a much desired downstairs bedroom.<br>",-1
"  Borrower added on 11/29/11 > I plan to use the funds to lock in a better interest rate for my credit cards.  I do not have excessive extended credit, I have improved my credit score over the last 2 years by greater than 100 points.  I have been employed with current employer for 9+ years.<br>",1
  Borrower added on 12/11/12 > I'm a returning borrower to LC with a good payment history. <br>The proceeds of this LC loan will payoff a high interest loan I have. The savings will be $350.00 a month along with a reduction of 7 years of payments. I appreciate the support of past LC lenders and hope you will help fund me again.<br>,37
  Borrower added on 11/06/13 > I am taking this loan to pay off several credit cards with higher interest rates than offered through Lending Club. I also have a few small medical bills that I would like to also cover.<br>,-1
 To help pay a few bills to get back on track.,-1
  Borrower added on 02/25/14 > pay off credit cards<br>,3
  Borrower added on 09/15/13 > Bill Consolidation<br>,13
  Borrower added on 05/08/10 > I am a single parent and a high school teacher. I am working on  my Second Masters Degree in Education. I have fought long and hard to to become credit worthy. I am asking for a second chance to get ahead. I am going to use your funds to pay off one credit card $5900 that has a 29.99% interest rate and the rest on my car loan balance $4900 with 27.88% interest rate.  This would give us the financial and credit worthiness to attain a first time home buyer loan. This dream cannot be achieved without you. Thank you for your time and consideration.<br/>,-1
  Borrower added on 12/06/13 > I would like to consolidate some of my debt and close some other credit lines.<br>,0
  Borrower added on 07/13/13 > I wanted the loan because I want to pay off some debt and be on my way to being debt free. I was referred  by mint and they have been a wonderful tool in helping me to budget my finances.  I think this would be a great time to start consolidating to pay my debt off sooner.<br>,-1
  Borrower added on 12/13/11 > Credit card consolidation.<br><br> Borrower added on 12/13/11 > I plan to use these funds to consolidate debt including high interest credit cards ect from college. I've learned my lesson and am trying to get rid of this monkey on my back.<br><br>I am a graduate student with a regular income for the next 3 years and am committed to getting out of debt.<br>,0
  Borrower added on 09/13/13 > I have been living from paycheck to paycheck most of my life. I want to put an end to that and start saving but need to pay off credit cards before I can realize my nest egg goal.<br>,-1
  Borrower added on 03/11/14 > Credit card consolidation.<br>,0
  Borrower added on 10/31/12 > Consolidate debts into one payment.<br>,2
"  Borrower added on 01/17/13 > This is a debt consolidation loan. The funds will remove apprx $1200.00 a month from my payouts. This is $500-$600 over the loan payment.<br><br>  Borrower added on 01/22/13 > Questions regarding the reason for the high credit card debt. Let me explain here for all to read.<br>I have 5 daughters and 2 of them got married. We got carried away being good parents.<br>This loan will pay off 9 bills with interest rates over 22%, thereby cutting down my debt to income ratio.<br>",0
  Borrower added on 12/14/11 > I plan on paying off all three of my credit cards.<br>,3
  Borrower added on 04/03/12 > I will use loan to pay off high interest credit cards and pay for dental work<br>Thank you.<br>,-1
  Borrower added on 12/04/13 > I accumulated some credit card debt on some home renovation projects as well as being a small business owner a year ago.  I want to consolidate that debt and eliminate credit card payments.<br>,0
  Borrower added on 01/12/14 > funds will be used for new tub/shower and update bathroom<br>,22
  Borrower added on 03/09/10 > I need your help.  I made some mistakes when I was younger but I am doing my best to fix that.<br/>,15
  Borrower added on 08/20/12 > I need a plan for paying off my high interest credit card debt. To be credit card debt free and done paying this loan in three years will be wonderful!<br>,0
"  Borrower added on 11/04/10 > My current car has served me well but it has also seen better days approximately 15 years! My son who is 17 and will be 18 soon has been begging for a car so I figured I can give him my old trusted car and I can get a newer used one. I'm a good candidate for this loan because I always pay my bills on time, have very good credit and would like to keep it that way. I plan to pay pay off this loan earlier in less than 24 months.<br/>",1
"  Borrower added on 02/20/12 > My monthly expenses equate to roughly $800.  I mainly wish to use the loan to pay off high interest credit card debt.  My payment history has always been on time, and I've never defaulted.<br>",-1
  Borrower added on 08/15/13 > Consolidation of my car loan and a couple credit cards. My car payment alone is over $400 so my overall payments will be reduced significantly.  I have not had any late payments on any account for a few years.<br>,-1
  Borrower added on 03/02/14 > Pay my credit card and for emergency use.<br>,3
"  Borrower added on 07/01/12 > Currently have more than one credit card that needs to be paid off, it is more responsible and would save more money to pay off now and make one payement in form of a loan. Looking at purchasing a house in next few years so would like to pay them off first.<br>",-1
"  Borrower added on 12/20/12 > I would need this amount to reimburse, then close, a credit line. The bank that granted me this credit card will soon charge significant fees on the associated checking accounts, and I'd like to close everything before this.<br>",0
  Borrower added on 12/16/13 > We have credit cards that we used to fund our business start up and we would like to consolidate them to a lower interest amount. Our business is profitable now and no longer requires credit cards.<br>,0
  Borrower added on 09/16/13 > The Purpose of this loan is pay off all credit card accounts under one simple low interst loan.<br>,-1
"  Borrower added on 04/13/13 > I want to pay off my credit cards and just make one payment i feel that i will pay less if i just have one payment and I will be closing a few accounts and have a fresh start, I have a good stedy job  and I want to improve my credit score for a better laon in future....<br><br>  Borrower added on 04/14/13 > I highly appreciate the loan fundings and please accuse my misspelling in Steady  job, I wil be submitting all forms needed for the full loan needed to accomplish my goal of paying off my cards, and I guarantee that i will be paying my loan in full in the 36 months or less, Thank you<br>",-1
This Loan will be used to pay off my credit card. I had my cards paid off until this autumn when I had some emergency medical issues. Even though I had insurance I still ended up with a sizeable portion that I had to pay out of pocket which I had not choice but to put on a credit card. Then my credit card company jacked my rate up to 29.99 percent. So I would rather pay interest to people than to banks and credit card companies so I thought I would try this. Thanks for Helping!!,-1
  Borrower added on 01/04/13 > I need to consolidate high-interest credit cards.  I have a wonderful job and am trying to turn my finances around to get out of debt.  I ask you to please do this for me- I am responsible and pay on time.  This will help me advance financially and get rid of companies whose APRs are ridiculous!<br>,0
  Borrower added on 10/22/12 > Credit card debt consolidation<br>,0
"  Borrower added on 05/07/12 > I am using these funds to repay Credit Card debt I accumulated paying Federal taxes.  I have a 100% spotless credit record including 100% on-time payments.<br>My Debt:  Besides the 1,800 on my credit card I already mentioned (at 11.99%) I owe $3,000 in Student Debt at 3.25%.<br>",-1
  Borrower added on 01/21/14 > Want to pay off charge cards. It is great to get help in paying off sooner. I really appreciate your help in this matter. Thank you so much.<br>,0
  Borrower added on 05/31/13 > I want to consolidate high interest credit card balances under one lower interest payment<br>,0
  Borrower added on 07/03/12 > Paying down high interest credit cards used for home improvement.<br>,-1
  Borrower added on 10/18/13 > I had a small business that went under when the economy took a turn. I incurred a lot of cc debt trying to keep it afloat. When it failed instead of filling bankruptcy I went out and got a full time job and have been trying to repay all of my previous credit card debt. Thanks<br>,-1
  Borrower added on 07/07/13 > This interest rate is better than my credit card rates and I can get my debt paid off quicker.<br>,-1
"  Borrower added on 08/06/11 > This is a unforseen debt, your service is appreciated...<br/>null",-1
  Borrower added on 05/07/13 > I will be using this money to consolidat high interest credit card debt.<br>,1
"  Borrower added on 12/12/10 > I am a soldier and his new wife. I am taking out this loan to consolidate all of our debt as we start our marriage. And to make eacch month easier and each deployment easier. We will be able to pay it off in 3 years rather than 5 by utilizing my deployment pay. We want to take care of the debt responsibly.<br/> Borrower added on 12/13/10 > Our debts include mostly school loans and credits cards from the first 3 months before our housing allowance kicked in (rent etc), and some medical bills. We'd appreciate your help as we work toward paying off our debt and having a wonderful start to our marriage.<br/>",-1
  Borrower added on 06/08/10 > IF WE NEED TO SECURE THE LOAN  WE HAVE A 2007 NAVIGATOR PAID IN FULL WITH NO LENDERS WHAT SO EVER<br/>,1
"  Borrower added on 06/20/12 > This loan will allow me to payoff all credit cards and 1 loan leaving me with this loan, mortgage, auto, and utilities. What a fresh start! Thank you all for expediting this freedom!&nbsp;<br>",-1
"  Borrower added on 08/29/13 > Looking to consolidate credit card balances. Monthly payment will remain the same but my current average interest rate will be reduced and interest will be amortized not compounded.<br><br> Borrower added on 08/29/13 > Loan is to consolidate credit card balances from the purchase of nursery furniture, baby items and medical bills not covered by insurance.<br>",-1
"  Borrower added on 05/06/13 > Want to clear some credit card debt, will be getting married soon so dont want to be carrying too much debt. I also think this will help me save money.<br>",0
  Borrower added on 02/20/14 > This loan is to help my business grow it's purchase market through advertising.<br>,1
  Borrower added on 05/20/13 > Heard a story about Lending Club on NPR and decided to give it a shot rather than refinancing through a mailer!<br>,1
"  Borrower added on 01/30/13 > my loan is for consolidation of bills,im making payments easy but want to get them into one bill<br>",-1
"  Borrower added on 04/08/13 > During my time in college, I accrued debt on my credit cards in order to buy books and supply myself with housing. Now that I have my degree and a steady job (though not in my desired field yet), I want/need to pay off said debt. Thanks in advance!!!<br>",0
"  Borrower added on 11/26/12 > Fema is only giving us $3900 for the flooded basement and contents. A new boiler alone costs $9800. Gutting, electrical work already cost more than Fema awarded. Now there is mold and sanitizing to get done. 401K loan is at 4.39%. I hate taking money out of the market. Looks like I have no choices.<br>",-1
"  Borrower added on 05/18/11 > This loan will assist in allowing me to help my mother pay her medical expenses brought on by lupus.<br/> Borrower added on 05/23/11 > Thanks to all of you for your patronage in providing the funds to allow this loan to be fullfilled.<br/> Borrower added on 05/25/11 > Thank you all for funding my loan.  However, with only 6 days left I'm concerned that my goal will not be reached.  I'll stay on a positive note in hopes that it will so I can help my mother.  Thank you again.<br/> Borrower added on 05/28/11 > Thank you investors for all that you are doing.  Now with 3 days to go before the funding is fulfilled and 50% attained I'm unsure of the reality of the goal.  I will continue to stay positive as I thrive to fulfill my mothers desire for medical expense freedom.  Again, thank you all for your support and know that repayment will follow.<br/>",-1
"  Borrower added on 04/28/12 > This loan will pay off one of my credit cards, and let me get a jump on paying off my other one.<br><br>I currently have another Lending Club loan that I will be paying off completely with my next payment.  Like that loan, I aim to pay off this one in less than the required 3 years.  Thanks!<br>",-1
"  Borrower added on 05/28/13 > My family and I are going on vacation to visit my son and  daughter in law who are both in the Air Force and are stationed in Las Vegas. We haven't seen them in close to a year so loan would be used for transportation, food, lodging, etc.<br>",-1
  Borrower added on 03/04/13 > refinance credit Card<br>,7
  Borrower added on 06/04/11 > Moving from Miami to San Diego to attend Grad School<br/>,12
" 553081 added on 10/09/09 > I had purchased 40 acres that had a ballon payment after 10 years, the loan was held by the seller. The loan was supposed to have an option to extend an additional 3 years but the seller decided due to the economy and his investments not returning what he needs for retirement he needs his money now.  I was not anticipating this as until now he was fine with the extending the loan an additional 3 years. 553081 added on 10/09/09 > After paying for 10 years I do not wish to have this taken away and will do what is necessary to keep this property.",-1
  Borrower added on 05/13/13 > my home is in need of a new roof to much hassle to refinance for extra money.<br>,19
  Borrower added on 02/07/13 > consolidation<br>,2
  Borrower added on 08/28/13 > I wish to use the month to pay off my credit cards and other small bills.  I wish to only have one payment a month and to be free of debt when this loan is paid off.<br>,0
  Borrower added on 01/23/14 > I'm applying for this loan to consolidate my credit card debt to one payment.<br>,-1
  Borrower added on 03/21/13 > Wedding costs.<br>,6
  Borrower added on 09/05/13 > I moved a year ago and I would need the money to pay for some of the expenses I am still paying for along with paying for personal items. Thank you.<br><br> Borrower added on 09/05/13 > I moved last year across the country and I would like to use the money to pay for the expenses I am still paying for and also to purchase personal items. Thank you.<br>,12
"  Borrower added on 07/16/13 > Home Improvement, credit consolidation<br>",2
  Borrower added on 04/05/11 > My wife and I got maried with the existing debt. We both have great jobs and are responsible individuals. We look forward to paying off our loan earlier than expected. thank you:-)<br/>,-1
  Borrower added on 07/23/13 > this loan is for payment of my credit card balances<br>,1
