desc,label,bert_risk_score
"  Borrower added on 08/10/12 > Business start up costs, and some will be used for debt consolidation.<br>Trying to start a bakery.<br><br>  Borrower added on 08/12/12 > We have found a great location for our business. <br>Excited to get started.<br>Thanks to all investors<br>",1,0.34195855
  Borrower added on 01/18/11 > This loan will be used to consolidate debt. I have been with my current employer 12+ yrs. I pay my bills on time and stay within my budget.<br/>,1,0.34267733
"  Borrower added on 01/14/12 > With this loan, as well as my own cash, I plan on funding the acquisition of an already operating, award-winning, upscale Italian restaurant situated in a very affluent neighborhood outside of our nation's capital. The owner is ill and overwhelmed, and ready for a break. Help me help him.<br>",0,0.34157532
"  Borrower added on 08/31/12 > I wan to pay off 2 credit card accounts and one car account.  I also pay per month: mortgage $646, light $120, water $60, phone $129, car insurance $234.<br>",0,0.34248906
"  Borrower added on 05/17/13 > My house is in need of paint, new carpet and some roofing done. Thanks<br>",0,0.34354633
"  Borrower added on 12/17/12 > After revising my accounts, I've realized the best financing options for me is to save money on interest!<br><br> Borrower added on 12/17/12 > This loan term is based on a 36 month term but my goal is to be really agressive and finish this loan within the next year!<br><br>  Borrower added on 12/18/12 > Currently, I do not have any mortgage/rent. My main concern is to just consildate my lines of credit. The two steady monthly payments that I do have is just my Vespa/Motorcycle Insurance. Same goes with Gas.. It is never more than 5 dollars to fill a tank of gas for my Vespa.<br>",0,0.34084558
  Borrower added on 02/22/13 > We would like this loan to payoff high interest rate credit cards and get out from under that strain.  Looking forward to being debt free in 3 years!! AWESOME!<br>,0,0.3426401
  Borrower added on 04/15/12 > I want to pay off all my credit cards so I am looking for a consolidation loan.<br>,0,0.34333205
  Borrower added on 07/02/10 > This loan is to buy a car for my family.<br/>,0,0.34381995
"  Borrower added on 07/21/12 > debt consolidation with a lower apr<br><br>  Borrower added on 07/24/12 > Paying off my credit card debt with this lower apr,  my job status is very solid. I plan on paying double the amount per month until i pay i in full<br>",0,0.34194455
  Borrower added on 04/06/13 > to pay off credit cards and consolidate other small loans<br>,0,0.34392
  Borrower added on 03/27/11 > Pay off High Interest PayPal Credit Card over Three Year Period. Will save $1000 in interest and fees.<br/> Borrower added on 03/27/11 > I will use these funds to pay off my high interest PayPal Credit Card only. I can comfortably budget $160.00 per month to pay off this consolidation loan. Good credit is important to me. I do not miss monthly payments. My current biotech job is stable and provides excellent opportunity for growth and advancement.<br/>,0,0.34121248
"  Borrower added on 09/11/12 > I have a lot of accounts that carry balances and pay a huge amount right now monthly, I'm mostly looking to consolidate them to lower my overall monthly payments so I can get out of debt in hopes that I can have enough savings one day to be able to accept a job in a different state.<br>",0,0.34172466
  Borrower added on 06/18/11 > Wells Fargo jacked up my interest rate. Paying off the Visa would put hundreds of dollars towards my student loan and saving for a down payment on a house.<br/>,0,0.3426722
  Borrower added on 03/13/14 > Wanted to consolidate debt and have one monthly payment at a good rate.<br>,0,0.343588
"  Borrower added on 03/08/11 > Here is a list of the debts I would like to pay off with a consolidation loan:<br/><br/>1. Paypal - $500.00 - 26.99% - $25.00/mo<br/><br/>2. Paypal - $2,083.29 - 26.99% - $87.00/mo<br/><br/>3. GEMB Credit - $1,479.00 - 29.99% - $52.00/mo<br/><br/>4. Cap One LOC - $2,257.00 - 12.00% - $56.43/mo<br/><br/>5. Cap One MC - $592.89 - 22.90% - $17.00/mo<br/><br/>6. Cap One MC - $4,412.00 - 29.99% - $181.00/mo<br/><br/>7. Cap One Auto - $1,525.00 - 7.99% - $291.67/mo<br/><br/>8. Auto Repair Loan - $2,700.00 - 0.00% - $100.00/mo<br/><br/>Total Amount of Debts: $15,548.00<br/><br/>Total Payments Before Consolidation: $810.10<br/><br/>New Payment with Consolidation: $379.00 paid off in 5 years<br/><br/>***Savings per month: $431.00!!!***<br/><br/>Thank you for your consideration.<br/>",0,0.34048167
"  Borrower added on 06/20/11 > I am currently in debt because of school loans and trying to survive on a low income job. By receiving this funding, will help me pay off my credit card balances and will allow me to get right back on  track to start my life.<br/> Borrower added on 06/22/11 > Receiving this funding means a lot to me because I will finally be debt free from all of the credit card companies. It has set me back so much and put me in a bad situation.<br/> Borrower added on 06/24/11 > I am in good standing with all of my credit cards and make each payment every month while making payments to my students loans as well.<br/>",0,0.3408778
  Borrower added on 12/13/13 > Debt consolidation of credit cards &amp; medical bills. Can not pay the credit cards off. I have tried. The cards will be destroyed to ensure that I do not get into this situation again.<br>,0,0.3424739
  Borrower added on 10/17/13 > Loan is to consolidate personal debts for one payment at a rate that is below high rate credit cards.<br>,0,0.34323755
  Borrower added on 04/11/13 > i would like to pay off my credit cards with more higher interests.<br><br> Borrower added on 04/11/13 > I would like to pay off my credit cards with high interest and balances of other debts. Thank you!<br>,0,0.34211373
  Borrower added on 02/09/14 > We bought a 70 year old cape cod that has cedar siding that is starting to rot in several places and NO insulation. We are wanting to put new siding on with insulation to help protect and update the house. This is my second loan through LC and I have never been late on a payment. Thank you.<br>,0,0.34177527
  Borrower added on 09/06/11 > I want to pay off some small bills and just have one payment.<br/> Borrower added on 09/06/11 > I want to pay off some small bills and have one payment.<br/>,1,0.34252453
  Borrower added on 12/26/12 > I am looking to consolidate four credit cards that I have.<br>,1,0.343573
  Borrower added on 11/11/12 > Consolidate credit cards<br>,0,0.34449387
  Borrower added on 03/06/13 > My loan is for consolidation high interest credit cards.<br>Thank you!<br>,0,0.34342673
  Borrower added on 04/23/10 > This loan will be repaid in less than 60 days.  This is a bridge loan to pay off a 401K loan to get another loan at a much lower rate.<br/>,0,0.34239355
"  Borrower added on 04/01/13 > payoff credit card debts an remaining auto loan. Remodel bathroom and replace kitchen cabinets upgrade appliances<br><br>  Borrower added on 04/01/13 > credit card debt consolidation, pay off remaining auto loan and kitchen an bath remodeling<br>",0,0.3420819
  Borrower added on 08/13/10 > want to make my son happy<br/>,0,0.34448633
  Borrower added on 01/04/13 > home repairs/updating and with what's left pay off credit card<br>,1,0.3436092
  Borrower added on 03/02/14 > Paying off credit card debt to get my finances under control<br>,0,0.34381756
"  Borrower added on 02/23/11 > This loan is to purchase the house and property directly adjacent to my homesteaded property (where I presently reside). I want to make a double lot and live in the next home while I have a 2 year lease with roommates that live in the present house. This way I can pay off the house at a greater pace without financial strain. The long run purpose for this action is to have a secondary home for my aging mother to live in after retirement. The house next door is on the market right now, and will be open to investors in a few days. The faster this loan goes through, the better chance I have of closing, so please hurry if possible. I plan to offer $10,000 cash (the asking price is $14,900), with the remaining funds for improvements before moving in. I have owned my present home for almost 5 years without a single late payment. I will not be moving for at least 8-10 years, so have an invested interest in both properties and the neighborhood. I pay all bills on time, and try not to over extend. I presently have approx. $1,500 in household/credit/loan bills<br/>per month with an income of $3,000 a month + $1,000 from rent = $4,000 total approx. income per month. This should pose no problems in paying the new loan on time. II been at my present job for 10 years, and do not plan on leaving any time soon. I am one of a small core staff in a larger establishment that is in absolutely no danger of going under or being fired. Job security is strong.<br/> Borrower added on 02/24/11 > This loan will be paid quickly and efficiently.<br/> Borrower added on 02/26/11 > Just wanted to add that we have upped the offer to $13,000 b/c there are two other offers on the table, and I want to put my best foot forward. I am delighted to see the percentage of loan funded and look VERY eagerly towards 100% funding. Thank you in advance.<br/>",0,0.34048912
"  Borrower added on 02/07/14 > The loan is actually for consolidating ,<br>",0,0.34389895
  Borrower added on 05/22/13 > Payoff a credit card.<br>,0,0.344242
  Borrower added on 08/07/12 > I am going in circles....I just want one payment to consolidate my bills<br><br>  Borrower added on 08/15/12 > With this loan I plan to pay off all my debt and make one monthly payment possibly pay it off sooner.<br>,0,0.34208983
  Borrower added on 10/04/12 > i want to pay off and close credit card accounts and have just the one bank payment to you.<br>,0,0.34342304
  Borrower added on 06/12/13 > loan is to pay off two bills that I am having trouble paying due to short work hours. with this loan I will be able to pay off the bills and have lower payments and be able to have a better life instead of worrying if Im going to  be able to survive the next month or year.<br>,0,0.3418897
  Borrower added on 04/16/12 > I am a previous customer and paid my loan off 8 months early. Just looking to minimize payments going out. Thank you<br>,0,0.34294936
"  Borrower added on 05/22/13 > After much research, this is the best and most responsible option for me to recover from 3 relocations in the past 2 years while still maintaining my good credit history. I sincerely appreciate this opportunity!!!<br>",0,0.34227464
  Borrower added on 07/27/12 > Wanting to consolidate our existing open credit balances and receive a better interest rate<br>,0,0.34341264
"  Borrower added on 08/27/13 > I have a few credit cards with high interest I want to payoff. My employment is stable, I have worked with my current employer since 1999. I maintain a great credit score and credit history. Consolidating my debt will afford me the opportunity to get ahead and secure a desirable financial future.<br>",0,0.34185103
"  Borrower added on 03/14/14 > I want to pay of all credit cards and my auto loan to consolidate into 1 payment per month only.  In addition, having all accounts paid in full to increase my credit score.  Lastly, I badly need to re roof my house before spring storms.<br>",1,0.34217092
"  Borrower added on 08/11/12 > put all my debt into one bill, including what i owe lending club<br>",0,0.34350476
I would like to borrow money in order to finance a diamond engagement ring from a store that does not provide financing. I do not want to lend from a major banking corporation mainly due to the fact that they have raise interest rates because of the market and have made loans for someone like me difficult to get. ,0,0.34189668
"I am an employee of a large health and human services nonprofit with excellent credit and I want to consolidate the credit card debt I have accumulated over the past few years.  As my credit history proves, I am a responsible borrower who taked his debts seriously and feels a moral and ethical obligation to pay back all debt.  In my work, I contribute to the health of the community by providing services to the developmentally disabled and mentally-ill and other high-need groups.  I seek a fixed rate loan so I am not subject to the possibility of an interest rate increase from credit card companies.  ",1,0.34103727
  Borrower added on 02/19/14 > To pay off higher interest rate credit cards and furniture loan. To consolidate and have one monthly payment<br>,1,0.3434275
  Borrower added on 12/06/12 > As a working mother of 2 my children come first and I have done what I can for them and my credit cards have been used to the max and I want need to get out from under that to make things easier for me and my family.<br>,1,0.34222528
  Borrower added on 09/06/13 > To consolidate some of my high monthly bills<br><br> Borrower added on 09/06/13 > Debt consolidation<br><br> Borrower added on 09/06/13 > To consolidate some of my monthly bills<br><br> Borrower added on 09/06/13 > Credit card consolidation<br>,1,0.34184483
"  Borrower added on 06/21/12 > i plan to use these funds to pay a past debt,that won't go away.i pay my bills on time every month,or even sooner then,before they are due.<br><br> Borrower added on 06/21/12 > i plan on using these funds to pay a past debt.i pay my bills on time every month or even sooner.i'm never late paying my bills.i hope you give me the chance to prove this.<br><br>  Borrower added on 06/22/12 > my plan to use these funds is to pay off a past debt i have.I'm never late on paying my bills.i pay my bills early before they are due,i hope you give me a chance to prove,thank you<br><br> Borrower added on 06/22/12 > i appreciate investers helping ppl like me to pay off a past debt.i always pay my bills on time or earlier,i hope you give me the chance to prove this to you,thank you<br><br> Borrower added on 06/24/12 > I'm happy there are ppl out there,that can help ppl like us.i have a past debt i owe,I always pay my bills on time or even earlier,I hope you give me the chance to prove this.<br><br>  Borrower added on 06/27/12 > My present bills are always paid or even earlier,i have a debt that just won't go away.i thank all the lenders that are helping ppl like me make this debt go away.greatly appreciated.<br><br>  Borrower added on 06/29/12 > i thank all the lenders from across the U.S,for helping me pay off this debt.Your the ppl that are making this happen.I always say Karma comes.thank you<br>",1,0.3403369
  Borrower added on 04/15/13 > Debt Consolidation<br><br> Borrower added on 04/15/13 > Loan condolidation to pay off credit card balances.<br>,1,0.34285802
"  Borrower added on 02/27/12 > Payoff all credit cards and close accounts. Pay off a personal loan that I have. Then, all debt will be combined into one monthly payments and credit cards will finally get paid off.<br>",1,0.34255388
  Borrower added on 07/04/13 > Currently I have multiple credit card and other payments due at all different times of the month. Consolidating my bills to one monthly payment will allow me to make one payment and have an actual end in site for having that debt paid off helping me get debt free in 60 months.<br>,1,0.3419925
"  Borrower added on 08/05/12 > debt consolidation to enable home repairs, etc<br>",0,0.34409165
  Borrower added on 10/09/13 > I really need this loan to be able to pay all of my credit cards.<br>,1,0.34352896
  Borrower added on 09/13/13 > I am in need of help to get my debt back to zero so I can live stress free. With all the high apr on cards it seems like I can never make a dent in my debt. Please help me consolidate my debt so I can get back on track in life. Honestly I'm rarely late on payments but when I am it's only a few days<br>,1,0.34152484
  561620 added on 10/22/09 > Going to use funds to purchase new energy efficient windows for my house to help keep down the heating costs this winter.,0,0.3432233
  Borrower added on 12/08/10 > Help pay security deposit and pay move out fees from last place.<br/>,0,0.34369424
  Borrower added on 03/15/14 > need some work done and pay stuff off<br>,1,0.34419063
 I am seeking a fixed term loan to pay off credit card debt. I need a fixed term of 4 yes if possible and interest not to exceed 14%. I plan to close credit card accounts and pay myself out of debt.,1,0.34277502
  Borrower added on 09/08/13 > this loan is to payoff 3 credit cards<br>,0,0.3439816
"  Borrower added on 12/26/12 > Long story short: Job loss and a half dozen other costly life events, followed by several years in a good career building job-it's time to get control of credit card payments.  Half of this debt is currently home improvement related.  I am determined to make this work!<br>",0,0.3419936
  Borrower added on 09/16/13 > Would like to pay off little bills to save money.<br><br> Borrower added on 09/16/13 > Pay off little bills and save on interest<br>,0,0.34267825
  Borrower added on 12/12/12 > first steps to consolidate debt<br>,1,0.3444198
  Borrower added on 09/07/12 > I have a renatal Home that needs updates.<br><br>  Borrower added on 09/10/12 > I have a rental home that needs repairs and updates. I am a consistent borrower that makes sure to live below my means. My job is with a major (top 25 in the US) corporation that has invested heavily in me as an employee.<br>,0,0.34165987
"  Borrower added on 07/17/13 > I will be using this loan to pay off high interest credit cards. This loan will help immensely. I am hoping to get this loan so I can help pay off debt, instead of getting any debt relief. Paying what I owe is important to me. Thank you!<br>",0,0.34202513
  Borrower added on 08/16/12 > Plan on fixing up a house so we can start our family. Work full time have been at the same place for going on 5 years very stable. Very responsible pay all bills on time never late and never missed a payment.<br>,0,0.34240144
"Borrower added on 07/22/12 > We unfortunately used credit cards for our wedding &amp; then struggled to stop using them. We have successfully discontinued use since beg of yr, but want to eliminate the debt entirely. This loan will pay all but just over $2,000 in revolving debt. We want to better position ourselves for our future.<br><br> Borrower added on 07/23/12 > I overused credit cards in the past, but I have totally discontinued use, but I just can't seem to get balances down.  I am a diligent budgeter and have learned a hard lesson about credit cards. I have been employed with my current employer for 13 years. This will eliminate all but 1 credit card.<br>",0,0.340814
  Borrower added on 03/07/13 > I plan to use this loan to eliminate a high interest credit card<br>,0,0.34360817
  Borrower added on 01/28/10 > I am in the process of moving myself and my girlfriend to another state to work for my Uncle.  He was recently given an excellent opportunity and he has a place for me at his work.  The loan money will cover moving expenses and a little fixing up of the house we're going to move into.  I have my priorities straight and at the top of my list is bill paying.  I always honor my debts and pay every bill on time.  Last time I checked my credit score was 720+.  The reason for that is being able to budget.  I currently have only about $200 a month in bills.  My work history has been more than stable. I've worked at the same job for nine years and I am just moving on to bigger and better things.  Especially a bigger salary.  I look at this as the opportunity of a lifetime.<br/>,1,0.34086776
  Borrower added on 03/12/14 > Will be paying loan and credit card off.<br>,0,0.3439962
"  Borrower added on 01/14/13 > I would like to consolidate all of my credit cards to get a lower interest rate, and have a lower monthly payment so I can build up a savings account.<br>",0,0.34260395
Will be investing in a company that produces rock shows. guranteed return of 15%,0,0.3438599
"I am a quality engineer at a top biotechnology company and I am looking to consolidate my credit card payments into one easy payment.  I am not having any problems paying my bills I am doing this mainly to get my credit score back up and start paying the principle instead of paying mainly interest.  The only reason why my credit score is not perfect is because I have a high debt to available credit ratio.  I have no car payment, no rent, so it is very easy for me to make payments for a loan.  I have NEVER been late on a payment so if your looking to lend to someone with a track record of not missing payment you have found your match!  I created this debt when I was in college and now that I have been an engineer for over a year I am looking to pay off my debt and start saving for a house.  ",0,0.3407745
  Borrower added on 01/05/13 > This loan is to consolidate credit cards and misc. debt.<br>,1,0.343696
  Borrower added on 03/05/14 > Consolidate my debt and pay off some of my car payment.<br>,0,0.34379795
  Borrower added on 03/31/13 > The loan is for the purchase of a use boat not for a car financing.  Please verify that you do provide loans for boats.   the boat is a 2007 Tahoe Q6 SF 2007 Tahoe Q6 Ski/Fish 4.3 MerCruiser w/Trailer<br>,0,0.3421187
"  Borrower added on 10/13/11 > pay off credit cards , this will help tremendously<br/>",1,0.3437554
"  Borrower added on 06/26/12 > loan is for paying off 4 credits cards and having 1 payment...Monthly bills are rent $400, cell phone bill $100, Utility $100 and bike to work<br><br>  Borrower added on 06/28/12 > Sorry for the typo rent is $400 a monthly included with utilites.<br>",0,0.34174967
  Borrower added on 04/07/12 > Paying on time is VERY important to me and as per my credit history you can see I have NEVER been late on my payments ever. I had two lending club loans and one has been paid off and on the other I amn always on time.   Its very important to me that I keep my payment commitments!  Thanks for funding<br>,1,0.3417563
  Borrower added on 05/28/12 > i am recently widowed and had to take time off work. i have established a postive relationship with LendingClub and plan to keep this relationship and my credit in good standing<br>,0,0.3426422
"  Borrower added on 01/09/12 > Need to pay off high interest credit card debt incurred during interstate move, so I can save for home purchase.<br>",0,0.34325427
  Borrower added on 01/18/13 > Debt Consolidation<br>,0,0.3448699
  Borrower added on 10/28/13 > Debt consolidation<br><br> Borrower added on 10/28/13 > I have 2 credit cards that have in APR of over 10% and would like to pay them off under a lower APR. This makes financial sense and I would be saving over $200 a month by doing so. Thank you for your consideration<br>,0,0.34172723
  Borrower added on 12/25/09 > This loan is to consolidate 2 different credit card payments into a simple monthly withdrawal at a reasonable interest rate.<br/>,0,0.34326428
  Borrower added on 07/25/13 > This loan is to cover unexpected expenses that I have incurred...thanks!<br>,1,0.34340474
 Looking to pay off a credit card and paint/decorate a room to turn it into a nursery for expected family addition.,0,0.34371048
"  Borrower added on 10/31/11 > This loan is to invest in several needed resources to start an Internet marketing company which performs website development, SEO, email marketing, content management, and reputation protection to small local businesses. This is a hungry market and a proven business model. Local Internet marketing is on the rise because old media techniques are less effective, while most people are now finding businesses on the Internet. Small business owners need help navigating this type of marketing because it is technical and there is a learning curve. We take care of that part and let the business owner focus on what they do best. We have been developing this business over the course of a year with assistance from three Internet marketing veterans who serve as our coaches.<br/> Borrower added on 11/05/11 > We get our customers by meeting with business owners directly and  building rapport as we discuss the needs and concerns of the owner. We don't wait for people to find us, we go to them. However, we don't try to sell anything. There are no hard sales tactics. We simply build a relationship based on mutual interests and a desire to help where we can. It is only after this initial phase that we offer to do the work that piqued their interest the most.<br/> Borrower added on 11/09/11 > Another important part if our business is working with local businesses to integrate social media into their marketing. B2B companies must utilize LinkedIn, for instance. Facebook is more appropriate for business to customer relationships. In addition, there is YouTube, Twitter, and GooglePlus. We help define up the best strategy for the particular company. We then set up the necessary accounts and teach our clients how to use their social media accounts. Alternately, we will manage these accounts on behalf of the company. Participating in Social Media can be time-consuming, but it is also crucial. Thus, we offer to manage a company's social media profiles. <br>",1,0.34062156
"  Borrower added on 09/11/12 > I have a current loan loan with the lending club, the lending club meets my finacial needs. I like the direct with draw each month and the reminders sent a week prior. thanks for all your help in getting my finances back on track.<br>",0,0.34197798
  Borrower added on 01/13/14 > The loan will be used for debt consolidation.<br>,0,0.343926
  Borrower added on 09/12/12 > My loan will be used to pay off high interest credit card debt.<br>,0,0.3436212
  Borrower added on 01/23/14 > New Years resolution! Pay off debt and start saving money.<br>,0,0.343839
  Borrower added on 11/14/11 > This is debt consolidation loan.  This will lower my monthly payments considerably which will allow me to save money for a new home.<br>,0,0.34292355
  Borrower added on 05/14/12 > Consolidating credit card debt.<br><br>  Borrower added on 05/15/12 > Getting rid of high interest credit cards permanently so I can improve my credit and buy my grandparents farm.<br><br>  Borrower added on 05/17/12 > I want to sincerely thank the investors that have chosen to help me with my goals for the future!<br>,1,0.34153974
  Borrower added on 02/03/14 > Debt consolidation<br>,0,0.34489778
"  Borrower added on 03/12/11 > This loan would be for debt consolidation, basically to take all of my pymnts and make one monthly pymnt out of it. Any questions pls ask. Thank You Henry<br/>",0,0.3424751
  Borrower added on 12/17/13 > I wan to reduce my credit card debt<br>,0,0.3439989
  Borrower added on 03/12/14 > The loan will be to pay off credit card debt and some other expenses<br>,1,0.34369558
  Borrower added on 10/14/12 > ANNIVERSARY VACATION IN THE MOUNTAINS<br>,0,0.3447892
  Borrower added on 02/04/14 > Hard working family with newborn at home. Trying to make more opportunities by shaking off the credit card debt. Please fund us. Stable job and a very responsible borrower<br>,1,0.34276947
  Borrower added on 09/04/13 > Buy window treatments for new home and consolidate existing credit card debt.<br>,0,0.34377572
  Borrower added on 10/28/11 > I will use the loan to consolidate debt.<br/>,1,0.34390718
"  Borrower added on 03/09/13 > Using money to pay off high interest credit cards,  my credit score is low due to high balances on credit cards.  I have never defaulted on a debt, and any late payments were simply oversight.  I am in a very stable job with 9.5 years employment.<br>",0,0.3420047
"  Borrower added on 06/12/10 > I will be using this money to put in a fence in my yard for my daughter so she can play outside without any worries for my wife and I.  I have been employed at my current employer for over a year now, but I have been in the industry for over 7 years.  I am current on all of my payments and mortgage.  I am requesting this money from Lending Club as the interest is lower than the bank and I have heard great things about the site.  Please feel free to ask any questions and I appreciate you helping with this loan.<br/>",1,0.34117016
  Borrower added on 03/02/13 > To pay off high interest credit cards.<br>,0,0.3440162
"  Borrower added on 10/18/12 > I recently met the love of my life and have realized that the transgressions of my youth have left me unable to provide the ideal financial situation for us to start our life together.  With this loan, I will be able to get my finances in order and start saving for our big day!<br>",1,0.341607
  Borrower added on 02/24/14 > Debt consolidation<br><br>  Borrower added on 02/25/14 > Debt consolidation. Pay off credit cards. Apartment reparations.<br>,0,0.34291345
  Borrower added on 10/09/13 > Grateful for this opportunity to benefit from your great loan program and thank you for your consideration and contribution that benefits all.<br>,0,0.34316686
  Borrower added on 12/23/12 > Have to repair car.<br>,0,0.344464
"  Borrower added on 07/23/13 > I am requesting a loan in order to consolidate credit card debt, as well as some other current obligations. I am hoping to reduce my total monthly payments that I process each month and at a significantly lower interest rate. Thank you!<br>",0,0.34214085
  Borrower added on 10/11/12 > Debt Consolidation<br>,0,0.34483933
  Borrower added on 11/17/12 > I would like to consolidate current debt at Lending Club's lower interest rate thereby reducing my current accounts payable each month. This will allow me more of a financial comfort zone...<br>,1,0.342324
  Borrower added on 11/11/11 > I plan to consolidate all my debt into this loan so i can have one payment per month which will save me 400 per month. <br>,0,0.34302288
  Borrower added on 07/06/12 > using for auto repairs for car<br><br> Borrower added on 07/06/12 > money needed for auto repairs<br>,0,0.34315497
"  Borrower added on 01/25/13 > I took a chance, started a business, and financed it through credit card debt. Unfortunately, I failed. This loan will consolidate my remaining debt balances, lower my debt interest rates, and enable me to pay my bills in full.<br>",0,0.34207878
"I would like to get a loan to consolidate me and my husband's credit card debt. We currently pay between $500-$600 a month to cover a little over the minimum amount of our credit card bills. With out tax refund and the upcoming economic stimulus check that we will receive, we plan on using them to pay some of our debt. However, that money is only enough to cover a small portion of our debt. We feel that consolidating our credit cards will allow us to save some money which we plan on using for a down payment to purchase our first home. I've been with my employer for about 4 years now and my husband works for the State of California for over 6 years now. We hope that you can provide us with a loan and help us towards the purchase of our first home. Thanks.",0,0.34081528
"  Borrower added on 07/16/13 > This loan will be used to consolidate unsecured debt and an auto loan in order to reduce high c/c interest rates, monthly payments.  This will also be used for small but necessary home improvements.<br>",0,0.34225282
  Borrower added on 08/24/12 > I am requesting this loan to help me consolidate my bills and become debt &quot;free&quot;. This loan will give me the opportunity to stop living check to check and enjoy time with my family. If you can grant me this opportunity I will be very greatful. Thank you in advance. Looking for a break through.<br>,0,0.3416894
  Borrower added on 07/24/11 > i work at for a major railroad for 33 years. never been laid off<br/>,0,0.3436745
  Borrower added on 04/05/13 > Refinancing my Credit Card Debit to a better rate and become debt free.<br>,0,0.34337276
"  Borrower added on 05/31/13 > Debt consolidation, pay off car note<br>",0,0.34412715
  Borrower added on 01/19/14 > Debt consolidate<br>,1,0.3447724
"  Borrower added on 05/31/11 > im planning to utilize these funds by pay some debt , i always pay on time and my monthlhly budget would me 300.00 a month<br/> Borrower added on 06/01/11 > i've been working at a bank for two years ive been on time and give great customer service<br/>",0,0.34182343
"  Borrower added on 10/23/12 > I purchased my home last year for cash. I want to update the bathrooms, do some painting, and other general projects.<br>",0,0.3431235
  Borrower added on 11/01/12 > paying off credit cards and student loans..<br>,0,0.34415847
  Borrower added on 06/05/13 > Debt consoladation and payment ease.  Reducing average APR from ~20% to 15%.<br>,0,0.34325504
"  Borrower added on 01/08/13 > Want to consoliate all of our little cards into one simple payment a month.  This way it will be easier to pay extra to just one loan payment, than paying extra to 6 different smaller cards.  Want to take control of our finances and imporove our credit score overall.<br><br>  Borrower added on 01/08/13 > We want to have a lower interest rate on one loan and pay it off quickly and efficiently.  Debt consolidation will help us to save money and secure a stable financial future.<br>",1,0.34110406
"  Borrower added on 03/10/14 > I am going to use the money to pay a credit card, two bank loan, put a new roof on my home.<br>",1,0.34308922
  Borrower added on 02/26/13 > i want to pay off my high interest credit cards.and fix up my apartment i been there 23 years and it need a little work.<br>,0,0.3430499
"  Borrower added on 07/08/13 > My credit card interest rates are too high, I want to consolidate them all and pay only one payment and get rid of some debt. Get my credit back on track.<br><br> Borrower added on 07/08/13 > My family and I need to get a fresh start. After doing some history on our credit and making payments I noticed our balances don't go down much and we continue to get into more debt. This is due to our high interest rates. Hopefully with this loan we will have some breathing room.<br>",1,0.34112683
  Borrower added on 06/09/12 > This loan is to remodel my kitchen. It is a home improvement loan not a debt consolidation loan.<br>,0,0.34305167
  Borrower added on 02/26/14 > Pay off high interest credit card and repair air conditioner.<br><br> Borrower added on 02/26/14 > Pay off high interest credit card and repair air conditioner.<br>,0,0.342495
  Borrower added on 12/17/13 > Consolidation for current debt<br>,1,0.3445093
  Borrower added on 02/22/14 > Medical bills<br>,1,0.34474263
"  Borrower added on 09/21/11 > Using money to payoff all of my 3 credit cards at once. Looking to loan so I can pay off total balance asap on a with a set interest rate.<br/>null Borrower added on 09/23/11 > Have been paying extra on all three cards totaling $1500/month but the higher interest rates are not helping the process. With this loan the interest will be set at a lower rate and monthly it will work out to be a lower payment, that is if I choose to take the full 36 months to repay. Less than 2 years if I stay with what I am currently paying now.<br/>",0,0.34092548
  Borrower added on 02/20/14 > Credit card refinancing after unexpected home repairs.<br>,0,0.34377128
  Borrower added on 12/29/12 > its for a trip among other things<br>,0,0.34460127
  Borrower added on 12/04/13 > I accumulated some credit card debt on some home renovation projects as well as being a small business owner a year ago.  I want to consolidate that debt and eliminate credit card payments.<br>,1,0.3425637
  Borrower added on 10/25/13 > i will use the entire loan amount to pay off high interest credit cards.all my bills are current and i am very comfortable with a monthly loan payment of $800. i have a steady job for almost 8 years and i plan to stay at my current job till i retire because of a great pension plan.<br>,1,0.34177914
  Borrower added on 08/01/12 > I would like to consolidate a total of 3 high balance accounts into one loan and one payment<br>,1,0.34334245
  Borrower added on 12/04/13 > I own a second home and since the market became unstable in 2008 I have not been able to refinance this mortgage. I have used my credit cards to do repairs on that home. This loan will pay off all credit cards and still cost less than what I am now paying successfully while only making minimum pmts<br>,0,0.34177667
  Borrower added on 01/02/13 > Bills/Vacation<br>,0,0.34473258
 Due  to hight cost of gasoline  vehicle will be  used for commuting  purposes  and  to save  wear and  tear  and help  enviroment  by  using  truck only when necessary,1,0.34325156
  Borrower added on 02/18/13 > I am paying off my credit card balances with high interest rates (e.g. 29%). This consolidation loan will pay off four credit cards. I'm re-organizing my finances and plan to put away more of my earnings into savings.<br>,0,0.34200886
  Borrower added on 05/22/11 > Consolidating Credit Card debt.<br/> Borrower added on 05/25/11 > Payoff Credit Cards<br/>,0,0.34309724
"  Borrower added on 10/24/11 > I will be using the proceeds of this loan to payoff 2 credit cards.  CC#1 has a balance of $11,200 at 23.99% and CC#2 has a balance close to $10,000 at 19.99%.  This new loan will allow me to payoff both credit cards in 3 years and save a ton on interest. I do have a good job and make good income but I got into debt helping family members who were unemployed. They are employed now.  I do have excellent credit but for some reason, there is one credit card late showing on my credit from about 45 months ago.  I'm looking into this because I have NEVER been late on any payments.  Please feel free to ask any questions...<br/>",0,0.34078664
  Borrower added on 08/05/13 > credit card consolidation<br>,0,0.34458268
"  Borrower added on 12/02/12 > Pay off an American Express card, So I can pay  it off in a more reasonable ammount of time and monthly payments.<br>",1,0.3429861
